time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-01-14T05:21:38.830Z,29.3525,103.1991,10,5.3,mb,,43,4.232,0.83,us,usc000tfjg,2017-10-16T18:25:42.933Z,"14km NNW of Shaping, China",earthquake,6.1,1.8,0.047,172,reviewed,us,us
2014-12-14T16:35:14.340Z,30.2867,103.3265,10,4.5,mb,,106,6.037,0.77,us,usc000tcjr,2015-03-04T21:55:03.040Z,"19km SW of Linqiong, China",earthquake,11.3,1.9,0.131,18,reviewed,us,us
2014-11-26T13:43:04.210Z,28.0876,101.8508,15.63,4.5,mb,,130,3.057,0.2,us,usc000t56c,2015-02-24T00:35:05.040Z,"45km WNW of Xichang, China",earthquake,16.8,4.4,0.384,3,reviewed,us,us
2014-11-25T15:19:08.050Z,30.1884,101.7618,9,5.6,mwb,,19,5.119,0.61,us,usb000szw2,2017-10-11T21:00:14.221Z,"24km NW of Kangding, China",earthquake,5.5,1.8,0.054,33,reviewed,us,us
2014-11-22T18:16:40.560Z,32.108,104.5657,30.16,4.5,mb,,44,4.131,1.04,us,usc000t41h,2015-02-18T03:30:54.040Z,"33km S of Long'an, China",earthquake,9.2,5.2,0.108,29,reviewed,us,us
2014-11-22T14:55:32.290Z,34.3664,102.3621,10,4.5,mb,,55,5.447,0.98,us,usb000sz0h,2015-02-18T03:30:53.040Z,"67km W of Niba, China",earthquake,5.6,1.9,0.135,17,reviewed,us,us
2014-11-22T08:55:26.580Z,30.3398,101.7374,9,5.9,mww,,24,5.271,0.72,us,usb000syy0,2017-10-11T20:59:40.064Z,"38km NNW of Kangding, China",earthquake,6.5,0.5,,,reviewed,us,us
2014-11-21T03:15:26.760Z,33.0825,101.3339,10,4.6,mb,,38,6.406,0.75,us,usb000syg0,2015-02-18T03:30:49.040Z,"40km WNW of Aba, China",earthquake,8.3,1.9,0.095,51,reviewed,us,us
2014-10-26T16:02:34.790Z,27.1132,103.5467,33.26,4.6,mb,,78,2.11,0.73,us,usb000sqrp,2015-01-17T01:25:40.040Z,"9km SSE of Wenping, China",earthquake,7.6,4.4,0.06,88,reviewed,us,us
2014-10-25T02:26:01.700Z,34.2509,102.348,10,4.5,mb,,27,5.457,0.63,us,usb000sqhb,2015-01-17T01:25:37.040Z,"71km WSW of Niba, China",earthquake,7.8,1.9,0.096,53,reviewed,us,us
2014-10-17T09:44:50.750Z,27.1694,97.0744,10,4.7,mb,,84,4.945,0.74,us,usb000snbu,2015-01-15T20:03:29.040Z,"122km SE of Tezu, India",earthquake,6.5,1.7,0.076,56,reviewed,us,us
2014-10-07T21:14:04.610Z,30.1975,102.9603,10,4.7,mb,,25,5.058,0.75,us,usb000sjqh,2015-01-31T00:13:19.808Z,"53km WSW of Linqiong, China",earthquake,7.6,1.8,0.062,83,reviewed,us,us
2014-10-01T01:23:29.420Z,28.3998,102.7906,9.32,5.1,mb,,26,3.263,0.41,us,usb000shjw,2015-01-30T23:04:22.227Z,"38km SE of Yuecheng, China",earthquake,6.7,3.2,0.046,164,reviewed,us,us
2014-09-17T05:05:43.250Z,27.1324,103.4737,10,4.5,mb,,127,2.106,0.76,us,usb000sgdi,2014-12-19T00:05:18.040Z,"8km SW of Wenping, China",earthquake,6,1.9,0.221,9,reviewed,us,us
2014-09-11T17:12:20.590Z,32.5713,105.3326,15.07,4.6,mb,,160,3.341,0.37,us,usb000seba,2014-12-08T23:30:57.040Z,"5km SSW of Banqiao, China",earthquake,11.4,1.1,0.173,12,reviewed,us,us
2014-09-10T08:59:31.550Z,27.1556,103.5516,10,4.7,mb,,83,2.151,1.25,us,usb000sazs,2014-12-08T23:30:55.040Z,"4km SSE of Wenping, China",earthquake,4.1,1.9,0.117,25,reviewed,us,us
2014-08-23T02:29:13.610Z,27.0989,103.5564,10,4.6,mb,,107,2.099,0.84,us,usc000s9wr,2014-11-22T02:06:27.000Z,"10km SSE of Wenping, China",earthquake,7.3,1.9,0.193,8,reviewed,us,us
2014-08-20T10:20:58.010Z,28.1525,103.5911,31.46,4.6,mb,,95,3.111,0.52,us,usc000s8xt,2014-11-22T02:06:23.000Z,"5km S of Xiluodu, China",earthquake,7.8,3.9,0.119,25,reviewed,us,us
2014-08-17T09:11:45.500Z,28.1851,103.7061,10,4.7,mb,,47,3.169,1.3,us,usb000s3jp,2014-11-15T04:07:12.000Z,"12km E of Xiluodu, China",earthquake,,1.8,0.07,67,reviewed,us,us
2014-08-16T22:07:59.640Z,28.1251,103.5463,10,5,mb,,20,3.075,0.69,us,usb000s3gk,2015-01-30T18:59:47.641Z,"9km SSW of Xiluodu, China",earthquake,,0.6,0.045,168,reviewed,us,us
2014-08-11T10:50:04.650Z,34.8385,98.9259,10,4.8,mb,,35,8.299,0.6,us,usb000s1v9,2014-11-07T21:47:39.000Z,"115km WSW of Nimai, China",earthquake,,1.8,0.066,75,reviewed,us,us
2014-08-09T06:53:40.330Z,31.8585,104.2248,10,4.7,mb,,55,4.505,0.92,us,usb000s1je,2014-11-07T21:47:36.000Z,"29km NW of Yongchang, China",earthquake,,1.8,0.086,46,reviewed,us,us
2014-08-08T06:39:30.010Z,27.1939,103.3072,10,4.6,mb,,131,2.124,1.2,us,usb000s4u0,2014-11-07T21:47:35.000Z,"21km W of Wenping, China",earthquake,,1.9,0.182,11,reviewed,us,us
2014-08-03T19:30:32.290Z,27.1612,103.4425,10,4.6,mb,,65,2.125,0.8,us,usb000rzp2,2014-10-29T19:52:59.000Z,"9km WSW of Wenping, China",earthquake,,1.9,0.112,24,reviewed,us,us
2014-08-03T14:28:31.600Z,27.1502,103.4774,10,4.7,mb,,86,2.124,0.94,us,usb000rznh,2014-10-29T19:52:58.000Z,"6km SW of Wenping, China",earthquake,,1.9,0.094,39,reviewed,us,us
2014-08-03T13:47:09.950Z,27.2425,103.3889,10,4.6,mb,,104,2.189,1.4,us,usb000rznf,2014-10-29T19:52:58.000Z,"14km WNW of Wenping, China",earthquake,,1.9,0.146,17,reviewed,us,us
2014-08-03T10:34:03.070Z,27.1625,103.3621,10,4.5,mb,,86,2.106,1,us,usb000s2w4,2014-10-29T19:52:58.000Z,"16km WSW of Wenping, China",earthquake,,1.9,0.156,12,reviewed,us,us
2014-08-03T08:30:13.570Z,27.1891,103.4086,12,6.2,mww,,13,2.143,1,us,usb000rzmg,2018-03-13T01:16:02.669Z,"11km W of Wenping, China",earthquake,,1.7,,,reviewed,us,us
2014-07-29T09:09:37.200Z,31.4568,105.3103,10,4.5,mb,,41,3.785,1.02,us,usb000s1dt,2014-10-25T01:49:42.000Z,"24km SE of Wenchang, China",earthquake,,1.9,0.104,27,reviewed,us,us
2014-07-29T08:20:14.940Z,31.497,105.2173,9.42,4.7,mb,,41,3.872,0.89,us,usb000ry8h,2014-10-25T01:49:42.000Z,"16km SSE of Wenchang, China",earthquake,,3.9,0.066,70,reviewed,us,us
2014-07-20T10:03:46.990Z,31.5244,104.1334,10,4.5,mb,,157,4.746,0.64,us,usb000rz2x,2014-10-17T21:12:11.000Z,"20km NNW of Jiannan, China",earthquake,,1.9,0.118,23,reviewed,us,us
2014-07-11T11:56:39.990Z,29.5886,103.0098,10,4.5,mb,,140,5.669,0.33,us,usb000rwf3,2014-10-10T08:02:12.000Z,"38km N of Hepingyizu, China",earthquake,,1.9,0.191,8,reviewed,us,us
2014-06-11T14:46:45.950Z,31.1783,103.5921,21.62,4.7,mb,,91,5.16,0.45,us,usc000rnrn,2014-09-12T15:48:11.000Z,"19km N of Guankou, China",earthquake,,5.6,0.195,15,reviewed,us,us
2014-06-09T23:54:14.980Z,32.4987,105.1835,16.9,5,mb,,53,3.486,1,us,usc000rd63,2014-08-30T17:02:59.000Z,"9km NNW of Dayuanhuizu, China",earthquake,,3.4,0.045,156,reviewed,us,us
2014-06-09T17:10:59.420Z,30.2992,102.9554,10,4.6,mb,,174,5.655,0.22,us,usc000rn3e,2014-08-30T17:03:01.000Z,"50km WSW of Linqiong, China",earthquake,,2,0.272,4,reviewed,us,us
2014-04-29T20:16:17.180Z,26.0417,100.6494,41.01,4.5,mb,,103,2.097,0.48,us,usb000qwcq,2014-07-14T20:11:24.000Z,"27km NNE of Jinniu, China",earthquake,,9.3,0.222,6,reviewed,us,us
2014-04-29T13:17:57.400Z,28.3821,104.9656,33.73,4.7,mb,,112,4.381,1.22,us,usb000qwcb,2014-07-14T20:11:23.000Z,"22km SSE of Changning, China",earthquake,,7.1,0.195,9,reviewed,us,us
2014-04-11T02:31:00.310Z,31.7343,103.3136,10,4.6,mb,,43,5.245,0.71,us,usc000pflr,2014-07-01T02:37:55.000Z,"24km SSW of Se'ergu, China",earthquake,,1.9,0.103,43,reviewed,us,us
2014-04-04T22:40:35.440Z,28.1736,103.6189,24.74,5.4,mb,,13,3.138,0.79,us,usc000p61s,2014-06-11T06:06:08.000Z,"4km SE of Xiluodu, China",earthquake,,2.3,0.036,274,reviewed,us,us
2014-04-03T15:34:06.640Z,26.1904,100.7567,38.52,4.5,mb,,93,2.081,1.05,us,usc000p367,2014-06-11T06:06:06.000Z,"46km NNE of Jinniu, China",earthquake,,2.2,0.18,9,reviewed,us,us
2014-02-06T15:07:53.130Z,27.4652,96.9988,47.88,4.5,mb,,75,4.98,0.94,us,usc000mj84,2014-04-22T18:30:06.000Z,"96km ESE of Tezu, India",earthquake,,7.8,0.106,28,reviewed,us,us
2014-01-21T14:08:27.330Z,25.8578,100.6549,47.15,4.5,mb,,48,2.021,0.8,us,usb000m5mk,2014-03-22T00:05:28.000Z,"10km NE of Jinniu, China",earthquake,,6.8,0.115,22,reviewed,us,us
2014-01-14T19:17:48.500Z,26.9059,101.1773,44.64,4.8,mb,,52,2.264,1.12,us,usb000m0yh,2014-03-15T03:40:36.000Z,"33km NNW of Zhongxin, China",earthquake,,5.2,0.064,79,reviewed,us,us
2014-01-05T12:21:45.470Z,30.2901,102.9641,11.55,4.6,mb,,48,5.15,1.19,us,usc000lx5h,2015-01-31T00:03:55.122Z,"49km WSW of Linqiong, China",earthquake,,3.9,0.112,24,reviewed,us,us
2013-12-25T06:29:06.070Z,32.1911,105.0381,15.68,4.5,mb,,99,3.741,0.6,us,usc000ly8s,2014-02-28T08:44:07.000Z,"15km S of Magong, China",earthquake,,5.1,0.145,,reviewed,us,us
2013-11-29T12:13:53.100Z,28.1744,99.2997,10,4.5,mb,,65,4.325,0.53,us,usb000l80x,2014-02-12T01:08:37.000Z,"9km SW of Benzilan, China",earthquake,,1.9,0.086,,reviewed,us,us
2013-11-16T15:36:42.890Z,26.3683,103.2016,26.33,4.6,mb,,81,1.307,0.96,us,usb000kzxe,2014-01-31T21:22:23.000Z,"10km W of Jinzhong, China",earthquake,,1.4,0.101,,reviewed,us,us
2013-10-14T03:18:59.990Z,28.0938,102.8744,15.03,4.6,mb,,60,2.961,1.3,us,usb000kcl6,2013-12-24T01:43:01.000Z,"9km NNE of Xincheng, China",earthquake,,2.1,0.068,,reviewed,us,us
2013-10-04T03:01:13.290Z,32.0096,104.4756,10.12,5,mb,,41,4.245,0.54,us,usb000k63m,2013-12-19T02:51:34.000Z,"35km NW of Jiangyou, China",earthquake,,2.4,0.059,,reviewed,us,us
2013-09-03T14:32:36.760Z,28.2649,99.4911,10,4.9,mb,,46,4.27,0.81,us,usb000jfs3,2013-11-15T03:20:22.000Z,"12km ENE of Benzilan, China",earthquake,,1.8,0.08,,reviewed,us,us
2013-09-02T14:52:34.620Z,28.2704,99.2852,10,4.6,mb,,66,4.401,0.96,us,usb000jf5e,2013-11-06T01:33:40.000Z,"9km WNW of Benzilan, China",earthquake,,1.9,0.088,,reviewed,us,us
2013-08-31T23:18:00.040Z,29.997,99.7169,10,4.6,mb,,102,8.472,0.81,us,usb000jein,2013-11-06T01:33:37.000Z,"118km ENE of Gartog, China",earthquake,,1.9,0.086,,reviewed,us,us
2013-08-31T01:18:46.200Z,28.2123,99.3107,10.05,4.6,mb,,68,4.344,0.8,us,usb000je6k,2013-11-06T01:33:35.000Z,"6km WSW of Benzilan, China",earthquake,,2.6,0.103,,reviewed,us,us
2013-08-31T00:27:01.770Z,28.2199,99.3432,10,5,mb,,34,4.329,0.69,us,usb000je5y,2013-11-06T01:33:35.000Z,"3km SW of Benzilan, China",earthquake,,1.8,0.047,,reviewed,us,us
2013-08-31T00:13:28.940Z,28.2316,99.4322,10,4.9,mb,,47,4.282,0.56,us,usb000je5u,2013-11-06T01:33:35.000Z,"6km E of Benzilan, China",earthquake,,1.8,0.066,,reviewed,us,us
2013-08-31T00:04:17.750Z,28.2425,99.3502,8,5.6,mww,,20,4.341,0.83,us,usb000je5n,2017-10-11T20:38:20.847Z,"1km WNW of Benzilan, China",earthquake,,1.7,,,reviewed,us,us
2013-08-27T23:53:05.840Z,28.3438,99.364,10.17,4.5,mb,,61,4.404,0.61,us,usb000jcfh,2013-11-06T01:33:31.000Z,"11km N of Benzilan, China",earthquake,,2.6,0.09,,reviewed,us,us
2013-08-27T20:44:53.360Z,28.239,99.3276,10,5.2,mwr,,32,4.352,0.97,us,usb000jccs,2013-11-06T01:33:31.000Z,"4km W of Benzilan, China",earthquake,,1.8,0.093,,reviewed,us,us
2013-08-18T16:38:08.520Z,31.7105,99.0083,39.34,4.8,mb,,43,7.074,0.64,us,usb000j5yk,2013-10-19T02:41:50.000Z,"40km ESE of Gengqing, China",earthquake,,3.6,0.064,,reviewed,us,us
2013-08-12T08:09:38.190Z,30.1514,97.9591,10.03,4.9,mb,,87,5.946,0.83,us,usb000j10g,2013-10-12T21:32:38.000Z,"52km N of Wangda, China",earthquake,,1.8,0.058,,reviewed,us,us
2013-08-12T01:33:58.540Z,30.0468,98.0755,10,4.5,mb,,57,6.044,1.14,us,usb000j0ws,2013-10-12T21:32:38.000Z,"43km NNE of Wangda, China",earthquake,,1.9,0.109,,reviewed,us,us
2013-08-11T23:58:46.250Z,30.0761,97.9241,10,5.1,mb,,23,5.913,0.71,us,usb000j0v3,2013-10-12T21:32:35.000Z,"43km N of Wangda, China",earthquake,,1.6,0.036,,reviewed,us,us
2013-08-11T23:48:18.940Z,29.976,97.9127,10,4.9,mb,,23,10.034,0.81,us,usb000j0uv,2013-10-12T21:32:35.000Z,"32km N of Wangda, China",earthquake,,1.8,0.039,,reviewed,us,us
2013-08-11T21:23:41.310Z,30.0464,97.9565,6,5.7,mww,,12,5.94,0.94,us,usb000j0t5,2013-10-12T21:49:35.824Z,"40km N of Wangda, China",earthquake,,1,,,reviewed,us,us
2013-08-11T21:22:59.640Z,30.0293,98.0134,10,4.7,mb,,50,5.989,0.93,us,usb000j0t6,2013-10-12T21:32:35.000Z,"39km NNE of Wangda, China",earthquake,,1.8,0.067,,reviewed,us,us
2013-08-11T14:21:24.930Z,30.0867,98.0027,10,4.5,mb,,56,5.982,0.74,us,usb000j0pb,2013-10-12T21:32:35.000Z,"45km NNE of Wangda, China",earthquake,,1.8,0.113,,reviewed,us,us
2013-08-11T12:40:05.960Z,30.0628,97.9753,10,4.8,mb,,56,5.957,0.96,us,usb000j0nw,2013-10-12T21:32:35.000Z,"42km N of Wangda, China",earthquake,,1.8,0.057,,reviewed,us,us
2013-08-07T18:51:45.820Z,31.7411,103.2459,21.78,4.5,mb,,54,5.294,0.68,us,usb000ixsv,2013-10-12T21:32:31.000Z,"27km SW of Se'ergu, China",earthquake,,5,0.093,,reviewed,us,us
2013-07-28T15:26:23.940Z,34.5437,104.2362,14.97,4.6,mb,,58,3.914,0.53,us,usc000ir55,2015-06-22T20:11:46.071Z,"14km ENE of Chabu, China",earthquake,8.8,3.8,0.085,,reviewed,us,us
2013-07-26T16:25:06.090Z,33.002,104.92,18.9,4.6,mb,60,56,,1.01,us,usc000ipsc,2014-11-07T01:51:20.366Z,"6km S of Linjiang, China",earthquake,,4.3,,53,reviewed,us,us
2013-07-22T01:12:34.880Z,34.529,104.176,10.2,5.4,mwc,102,15,,0.87,us,usb000ijfc,2017-10-11T20:36:49.684Z,"9km NNE of Chabu, China",earthquake,,2.3,,,reviewed,us,gcmt
2013-07-22T00:09:42.990Z,34.551,104.392,10.1,4.9,mb,88,78,,0.77,us,usb000ijek,2014-11-07T01:51:19.280Z,"14km SW of Xinsi Zhen, China",earthquake,,1.9,,73,reviewed,us,us
2013-07-21T23:45:56.660Z,34.512,104.262,8,5.9,mww,276,10,,0.8,us,usb000ije3,2018-03-13T01:13:03.218Z,"13km E of Chabu, China",earthquake,,,,,reviewed,us,us
2013-07-18T23:56:19.870Z,25.9,99.009,39.4,4.7,mb,97,53,,0.83,us,usb000ihjf,2014-11-07T01:51:18.052Z,"32km SSE of Luzhang, China",earthquake,,4.5,,83,reviewed,us,us
2013-05-17T14:37:45.310Z,29.214,100.072,23.9,4.7,mb,51,90,,0.65,us,usb000gxpj,2014-11-07T01:50:49.375Z,"74km NNE of Dongwang, China",earthquake,,5.5,,27,reviewed,us,us
2013-05-15T12:29:10.800Z,32.515,105.163,10.1,4.7,mb,93,39,,0.89,us,usc000gx86,2014-11-07T01:50:48.568Z,"3km W of Qiaozhuang, China",earthquake,,2.7,,58,reviewed,us,us
2013-05-11T00:50:39.200Z,30.339,102.984,10,4.6,mb,79,71.2,,0.93,us,us2013qbad,2015-01-30T17:59:06.018Z,"46km WSW of Linqiong, China",earthquake,,,,42,reviewed,us,us
2013-04-28T15:28:07.480Z,31.711,104.18,42.4,4.7,mb,116,26.8,,0.77,us,us2013pnak,2014-11-07T01:50:39.367Z,"24km WNW of Yongchang, China",earthquake,,4.5,,69,reviewed,us,us
2013-04-24T22:10:30.700Z,28.382,104.956,10,5.3,mb,169,21.4,,0.71,us,usb000gfau,2015-01-30T11:28:52.254Z,"22km S of Changning, China",earthquake,,,,107,reviewed,us,us
2013-04-22T21:54:49.360Z,30.288,103.156,10,4.7,mb,91,42.6,,0.81,us,usb000gdve,2014-11-07T01:50:37.808Z,"33km WSW of Linqiong, China",earthquake,,,,74,reviewed,us,us
2013-04-21T14:16:55.400Z,30.396,103.021,21.6,4.6,mb,74,46.1,,0.68,us,us2013pga5,2014-11-07T01:50:37.284Z,"42km W of Linqiong, China",earthquake,,,,39,reviewed,us,us
2013-04-21T10:48:24.000Z,30.236,102.968,11.4,4.5,mb,113,46,,0.68,us,usb000gd4j,2014-11-07T01:50:37.190Z,"51km WSW of Linqiong, China",earthquake,,2.4,,72,reviewed,us,us
2013-04-21T09:30:25.250Z,30.229,102.962,15,4.6,mb,131,39,,0.82,us,usb000gd3z,2014-11-07T01:50:37.143Z,"52km WSW of Linqiong, China",earthquake,,3.3,,92,reviewed,us,us
2013-04-21T09:05:23.540Z,30.317,102.998,15.7,5.2,mb,229,18,,0.89,us,usb000gd3w,2015-01-30T15:08:38.034Z,"45km WSW of Linqiong, China",earthquake,,2.9,,178,reviewed,us,us
2013-04-21T03:59:37.540Z,30.225,103.015,10,5,mb,189,19.3,,0.81,us,usb000gd0r,2014-11-07T01:50:37.020Z,"47km WSW of Linqiong, China",earthquake,,,,107,reviewed,us,us
2013-04-20T20:53:43.110Z,30.339,103.06,10,5.1,mb,228,17.5,,0.74,us,us2013pfbv,2015-01-30T17:22:51.334Z,"38km WSW of Linqiong, China",earthquake,,,,173,reviewed,us,us
2013-04-20T18:32:09.550Z,30.36,103.084,18.3,4.6,mb,87,48,,0.58,us,usb000gcrx,2014-11-07T01:50:36.843Z,"36km W of Linqiong, China",earthquake,,3.9,,70,reviewed,us,us
2013-04-20T16:14:38.890Z,30.21,102.922,43.6,4.5,mb,76,71.5,,0.72,us,usb000gcp3,2014-11-07T01:50:36.822Z,"59km WSW of Linqiong, China",earthquake,,5.1,,42,reviewed,us,us
2013-04-20T15:20:52.390Z,30.194,102.993,10,4.6,mb,13,139.1,,1.41,us,usp000k0bq,2014-11-07T01:50:36.813Z,"western Sichuan, China",earthquake,,,,4,reviewed,us,us
2013-04-20T11:12:49.500Z,30.366,103.051,10,4.8,mb,112,48,,0.49,us,usb000gckm,2014-11-07T01:50:36.620Z,"39km W of Linqiong, China",earthquake,,,,82,reviewed,us,us
2013-04-20T10:59:00.190Z,30.394,103.133,10.1,4.5,mb,86,42,,0.56,us,usb000gcki,2014-11-07T01:50:36.614Z,"29km W of Linqiong, China",earthquake,,2.4,,66,reviewed,us,us
2013-04-20T07:18:32.770Z,30.372,102.985,11.5,4.5,mb,100,38,,0.81,us,usb000gcie,2014-11-07T01:50:36.565Z,"45km W of Linqiong, China",earthquake,,3.4,,71,reviewed,us,us
2013-04-20T03:34:15.550Z,30.187,102.95,10,5.1,mb,226,17.6,,0.81,us,usb000gcgj,2015-01-31T02:03:43.236Z,"55km WSW of Linqiong, China",earthquake,,,,141,reviewed,us,us
2013-04-20T02:38:34.950Z,30.272,103.111,10,4.6,mb,96,35.2,,0.77,us,usb000gcg6,2014-11-07T01:50:36.349Z,"37km WSW of Linqiong, China",earthquake,,,,44,reviewed,us,us
2013-04-20T02:19:04.150Z,30.327,103.05,10,4.5,mb,66,70.6,,0.93,us,usb000gcg1,2014-11-07T01:50:36.340Z,"40km WSW of Linqiong, China",earthquake,,,,24,reviewed,us,us
2013-04-20T01:39:34.220Z,30.151,102.952,10,4.8,mb,87,103.4,,0.8,us,us2013pff9,2014-11-07T01:50:36.328Z,"57km WSW of Linqiong, China",earthquake,,,,37,reviewed,us,us
2013-04-20T01:37:27.920Z,30.282,102.998,10,5.1,mb,175,25.7,,0.79,us,usb000gcfp,2014-11-07T01:50:36.316Z,"46km WSW of Linqiong, China",earthquake,,,,105,reviewed,us,us
2013-04-20T01:26:00.690Z,30.34,103.049,10,4.6,mb,78,48.1,,1.13,us,usb000gcfl,2014-11-07T01:50:36.304Z,"40km WSW of Linqiong, China",earthquake,,,,32,reviewed,us,us
2013-04-20T01:20:09.450Z,30.287,103.058,10,4.8,mb,94,37.7,,0.94,us,usb000gcfh,2014-11-07T01:50:36.297Z,"41km WSW of Linqiong, China",earthquake,,,,45,reviewed,us,us
2013-04-20T01:11:50.740Z,30.209,102.862,10,5,mb,169,18.8,,0.67,us,usb000gcf9,2014-11-07T01:50:36.274Z,"61km WSW of Linqiong, China",earthquake,,,,103,reviewed,us,us
2013-04-20T01:04:21.700Z,30.263,102.97,10,4.6,mb,62,71.6,,0.72,us,us2013pff4,2014-11-07T01:50:36.266Z,"50km WSW of Linqiong, China",earthquake,,,,24,reviewed,us,us
2013-04-20T01:02:56.180Z,30.255,102.991,10,4.9,mb,114,30.4,,0.71,us,usb000gcez,2014-11-07T01:50:36.257Z,"48km WSW of Linqiong, China",earthquake,,,,65,reviewed,us,us
2013-04-20T00:37:11.600Z,30.215,102.969,10,4.8,mb,83,37.1,,0.97,us,us2013pfaq,2014-11-07T01:50:36.246Z,"52km WSW of Linqiong, China",earthquake,,,,26,reviewed,us,us
2013-04-20T00:31:35.820Z,30.401,103.119,10,4.8,mb,75,46.5,,1.15,us,us2013pfan,2014-11-07T01:50:36.240Z,"32km W of Linqiong, China",earthquake,,,,22,reviewed,us,us
2013-04-20T00:02:47.540Z,30.308,102.888,14,6.6,mww,548,12.6,,1.08,us,usb000gcdd,2018-03-13T01:11:30.493Z,"56km WSW of Linqiong, China",earthquake,,,,,reviewed,us,us
2013-04-17T01:46:00.090Z,25.953,99.782,38.3,5.1,mb,184,21,,0.92,us,usb000g8qd,2014-11-07T01:50:34.852Z,"23km WSW of Yuhu, China",earthquake,,3.9,,133,reviewed,us,us
2013-03-09T12:23:56.420Z,31.338,103.738,10,4.5,mb,56,92.5,,0.64,us,usb000fhwu,2014-11-07T01:50:18.880Z,"21km SE of Weizhou, China",earthquake,,,,33,reviewed,us,us
2013-03-03T05:41:16.940Z,25.98,99.812,8,5.2,mwb,211,32,,0.93,us,usc000fff5,2017-10-11T20:27:21.042Z,"23km SW of Yuhu, China",earthquake,,,,,reviewed,us,us
2013-02-19T14:17:41.910Z,31.289,105.221,1.7,4.9,mb,71,41.4,,0.93,us,us2013lval,2015-01-29T22:36:18.363Z,"15km WNW of Yunxi, China",earthquake,,8.9,,25,reviewed,us,us
2013-02-19T07:55:31.330Z,28.373,104.957,10,4.7,mb,101,44.8,,0.9,us,usc000fa1d,2014-11-07T01:50:09.698Z,"26km ESE of Xunchang, China",earthquake,,,,53,reviewed,us,us
2013-02-19T02:47:01.210Z,27.226,103.071,10,4.9,mb,146,25.8,,1.21,us,usc000f9z8,2014-11-07T01:50:09.660Z,"27km ENE of Pisha, China",earthquake,,,,72,reviewed,us,us
2013-02-07T14:57:24.870Z,28.004,104.237,47.5,4.6,mb,78,47.4,,0.81,us,us2013likq,2014-11-07T01:50:03.726Z,"8km SSE of Yanjing, China",earthquake,,5.8,,22,reviewed,us,us
2013-01-27T05:06:47.080Z,31.515,103.377,15.5,4.5,mb,47,50.1,,0.58,us,usp000jyuw,2014-11-07T01:49:53.533Z,"eastern Sichuan, China",earthquake,,5.9,,13,reviewed,us,us
2013-01-18T12:42:50.810Z,31.056,99.546,8,5.4,mww,236,17.4,,0.73,us,usp000jyj1,2014-11-07T01:49:51.304Z,"western Sichuan, China",earthquake,,,,,reviewed,us,us
2013-01-18T10:22:04.000Z,29.348,105.271,5.1,4.6,mb,36,91.4,,0.69,us,usp000jyhw,2014-11-07T01:49:51.262Z,"Sichuan-Chongqing border region, China",earthquake,,8,,5,reviewed,us,us
2012-12-12T18:58:25.820Z,27.103,102.86,10,4.9,mb,112,45.9,,0.97,us,usp000jww5,2014-11-07T01:49:35.768Z,"eastern Sichuan, China",earthquake,,,,50,reviewed,us,us
2012-12-01T15:16:46.660Z,31.87,104.28,37.3,4.8,mb,99,37.1,,0.77,us,usp000jwag,2014-11-07T01:49:30.445Z,"eastern Sichuan, China",earthquake,,4.4,,26,reviewed,us,us
2012-11-14T11:42:59.460Z,26.601,102.763,35,4.7,mb,30,92.9,,1.12,us,usp000jvk4,2014-11-07T01:49:22.726Z,"Sichuan-Yunnan border region, China",earthquake,,,,8,reviewed,us,us
2012-11-11T00:59:00.480Z,29.336,105.254,10,4.9,mb,94,61.5,,0.89,us,usp000jvbp,2014-11-07T01:49:20.337Z,"Sichuan-Chongqing border region, China",earthquake,,,,28,reviewed,us,us
2012-11-10T22:01:34.740Z,29.291,105.327,33.9,4.6,mb,59,72.9,,0.62,us,usp000jvbd,2014-11-07T01:49:20.308Z,"Sichuan-Chongqing border region, China",earthquake,,9.5,,9,reviewed,us,us
2012-09-18T09:37:50.610Z,27.636,104.027,10,4.7,mb,44,56,,1.19,us,usp000jshh,2014-11-07T01:48:52.682Z,"Sichuan-Yunnan-Guizhou region, China",earthquake,,,,12,reviewed,us,us
2012-09-07T05:12:48.070Z,27.683,104.145,15.5,4.7,mb,112,77.9,,1.09,us,usp000jrx3,2014-11-07T01:48:48.405Z,"Sichuan-Yunnan-Guizhou region, China",earthquake,,5.2,,49,reviewed,us,us
2012-09-07T04:16:30.490Z,27.572,104.007,10,5.3,mwc,317,11.8,,0.91,us,usp000jrwz,2014-11-07T01:48:48.366Z,"Sichuan-Yunnan-Guizhou region, China",earthquake,,,,,reviewed,us,gcmt
2012-09-07T03:58:00.970Z,27.576,104.051,10,4.8,mb,116,44,,0.85,us,usp000jrww,2014-11-07T01:48:48.341Z,"Sichuan-Yunnan-Guizhou region, China",earthquake,,,,45,reviewed,us,us
2012-09-07T03:19:42.530Z,27.575,103.983,10,5.5,mww,384,11.1,,1.04,us,usp000jrwu,2017-10-11T20:14:49.053Z,"Sichuan-Yunnan-Guizhou region, China",earthquake,,,,,reviewed,us,us
2012-07-28T05:09:13.770Z,28.453,104.879,10,4.6,mb,31,104.5,,1.08,us,usp000jphs,2014-11-07T01:48:24.577Z,"eastern Sichuan, China",earthquake,,,,7,reviewed,us,us
